movieId,vectorID,title,genres,tags,weight_rating,imdbId,page_content,Actors,Plot,Poster,Director,Language,Runtime
48780,7864,"Prestige, The (2006)","Drama,Mystery,Sci-Fi,Thriller","adapted from:book,atmospheric,betrayal,cerebral,cinematography,clever,clones,cloning,complex,complicated,complicated plot,confusing,dark,dramatic,enigmatic,excellent script,fantasy world,good,good acting,great acting,great ending,great movie,greed,imdb top 250,intense,interesting,magic,mentor,mindfuck,murder,mystery,non-linear,nonlinear,obsession,ominous,original,original plot,period piece,pg-13,plot,plot twist,powerful ending,psychological,psychology,revenge,sacrifice,science fiction,secrets,stage magic,story,storytelling,surprise ending,suspense,teleportation,tense,thriller,tricky,twist,twist ending,twists & turns,unusual plot structure,visual,visually appealing,visually stunning",3.961836055140904,tt0482571,"Movie's title: Prestige, The (2006)
genres: Drama,Mystery,Sci-Fi,Thriller
tags: adapted from:book,atmospheric,betrayal,cerebral,cinematography,clever,clones,cloning,complex,complicated,complicated plot,confusing,dark,dramatic,enigmatic,excellent script,fantasy world,good,good acting,great acting,great ending,great movie,greed,imdb top 250,intense,interesting,magic,mentor,mindfuck,murder,mystery,non-linear,nonlinear,obsession,ominous,original,original plot,period piece,pg-13,plot,plot twist,powerful ending,psychological,psychology,revenge,sacrifice,science fiction,secrets,stage magic,story,storytelling,surprise ending,suspense,teleportation,tense,thriller,tricky,twist,twist ending,twists & turns,unusual plot structure,visual,visually appealing,visually stunning
plot: In the end of the nineteenth century, in London, Robert Angier, his beloved wife Julia McCullough, and Alfred Borden are friends and assistants of a magician. When Julia accidentally dies during a performance, Robert blames Alfred for her death, and they become enemies. Both become famous and rival magicians, sabotaging the performance of the other on the stage. When Alfred performs a successful trick, Robert becomes obsessed trying to disclose the secret of his competitor with tragic consequences. 
actors: Christian Bale, Hugh Jackman, Scarlett Johansson
directors: Christopher Nolan
language: English
runtime: 130 min","Christian Bale, Hugh Jackman, Scarlett Johansson","In the end of the nineteenth century, in London, Robert Angier, his beloved wife Julia McCullough, and Alfred Borden are friends and assistants of a magician. When Julia accidentally dies during a performance, Robert blames Alfred for her death, and they become enemies. Both become famous and rival magicians, sabotaging the performance of the other on the stage. When Alfred performs a successful trick, Robert becomes obsessed trying to disclose the secret of his competitor with tragic consequences.",https://m.media-amazon.com/images/M/MV5BMjA4NDI0MTIxNF5BMl5BanBnXkFtZTYwNTM0MzY2._V1_SX300.jpg,Christopher Nolan,English,130 min
48783,7865,Flags of Our Fathers (2006),"Drama,War","anti-war,based on a book,based on book,best war films,brutality,cinematography,courage,culture clash,dramatic,historical,intense,military,original,oscar (best directing),propaganda,realistic,sacrifice,story,storytelling,survival,us history,war,war movie,wartime,world politics,world war ii,wwii",3.3756707796535976,tt0418689,"Movie's title: Flags of Our Fathers (2006)
genres: Drama,War
tags: anti-war,based on a book,based on book,best war films,brutality,cinematography,courage,culture clash,dramatic,historical,intense,military,original,oscar (best directing),propaganda,realistic,sacrifice,story,storytelling,survival,us history,war,war movie,wartime,world politics,world war ii,wwii
plot: In 1945, the Marines attack twelve thousand Japaneses protecting the twenty square kilometers of the sacred Iwo Jima island in a very violent battle. When they reach the Mount Suribachi and five Marines and one Navy Corpsman raise their flag on the top, the picture becomes a symbol in a post Great Depression America. The government brings the three survivors to America to raise funds for war, bringing hope to desolate people, and making the three men heroes of the war. However, the traumatized trio has difficulty dealing with the image built by their superiors, sharing the heroism with their mates. 
actors: Ryan Phillippe, Barry Pepper, Joseph Cross
directors: Clint Eastwood
language: English
runtime: 135 min","Ryan Phillippe, Barry Pepper, Joseph Cross","In 1945, the Marines attack twelve thousand Japaneses protecting the twenty square kilometers of the sacred Iwo Jima island in a very violent battle. When they reach the Mount Suribachi and five Marines and one Navy Corpsman raise their flag on the top, the picture becomes a symbol in a post Great Depression America. The government brings the three survivors to America to raise funds for war, bringing hope to desolate people, and making the three men heroes of the war. However, the traumatized trio has difficulty dealing with the image built by their superiors, sharing the heroism with their mates.",https://m.media-amazon.com/images/M/MV5BMTU2MjYxMjMyMF5BMl5BanBnXkFtZTYwMzAwMDc3._V1_SX300.jpg,Clint Eastwood,English,135 min
48791,7866,Flicka (2006),"Children,Drama","family,horses,so bad it's funny",3.2348643362733376,tt0434215,"Movie's title: Flicka (2006)
genres: Children,Drama
tags: family,horses,so bad it's funny
plot: Coming-of-age story set in the mountain vistas, A headstrong 16-year-old Katy McLaughlin desires to work on her family's mountainside horse ranch, although her father insists she finish boarding school. Katy finds a mustang in the hills near her ranch. Katy then sets her mind to tame a mustang and prove to her father she can run the ranch. But when tragedy happens, it will take all the love and strength the family can muster to restore hope. 
actors: Alison Lohman, Tim McGraw, Maria Bello
directors: Michael Mayer
language: English
runtime: 95 min","Alison Lohman, Tim McGraw, Maria Bello","Coming-of-age story set in the mountain vistas, A headstrong 16-year-old Katy McLaughlin desires to work on her family's mountainside horse ranch, although her father insists she finish boarding school. Katy finds a mustang in the hills near her ranch. Katy then sets her mind to tame a mustang and prove to her father she can run the ranch. But when tragedy happens, it will take all the love and strength the family can muster to restore hope.",https://m.media-amazon.com/images/M/MV5BMTI4OTM2MjU4M15BMl5BanBnXkFtZTcwMTA5MjA0MQ@@._V1_SX300.jpg,Michael Mayer,English,95 min
48856,7867,"Guide to Recognizing Your Saints, A (2006)","Crime,Drama","1980s,adolescence,based on a book,childhood,coming of age,coming-of-age,complex,father son relationship,good soundtrack,great acting,honest,innocence lost,life,loneliness,melancholic,mentor,new york,new york city,oscar (best directing),relationships,robert downey jr",3.326150238649384,tt0473488,"Movie's title: Guide to Recognizing Your Saints, A (2006)
genres: Crime,Drama
tags: 1980s,adolescence,based on a book,childhood,coming of age,coming-of-age,complex,father son relationship,good soundtrack,great acting,honest,innocence lost,life,loneliness,melancholic,mentor,new york,new york city,oscar (best directing),relationships,robert downey jr
plot: Dito, a writer in L.A., goes home to Astoria, Queens, after a 15-year absence when his mother calls to say his father's ill. In a series of flashbacks we see the young Dito, his parents, his four closest friends, and his girl Laurie, as each tries to navigate family, race, loyalty, sex, coming of age, violence, and wanting out. A ball falls onto the subway tracks at a station, small things get out of hand. Can Dito go home again? 
actors: Robert Downey Jr., Rosario Dawson, Shia LaBeouf
directors: Dito Montiel
language: English, Spanish
runtime: 100 min","Robert Downey Jr., Rosario Dawson, Shia LaBeouf","Dito, a writer in L.A., goes home to Astoria, Queens, after a 15-year absence when his mother calls to say his father's ill. In a series of flashbacks we see the young Dito, his parents, his four closest friends, and his girl Laurie, as each tries to navigate family, race, loyalty, sex, coming of age, violence, and wanting out. A ball falls onto the subway tracks at a station, small things get out of hand. Can Dito go home again?",https://m.media-amazon.com/images/M/MV5BMTU3OTQwNDAwMV5BMl5BanBnXkFtZTcwNjQ3OTYzMQ@@._V1_SX300.jpg,Dito Montiel,"English, Spanish",100 min
48872,7868,13 Tzameti (2005),"Film-Noir,Thriller","allegory,black and white,bleak,brutality,cinematography,claustrophobic,corruption,criterion,dark,disturbing,downbeat,drama,foreign,france,french,great acting,grim,harsh,imdb top 250,intense,interesting,mentor,neo-noir,original,oscar (best directing),police investigation,psychological,psychology,social commentary,storytelling,stylish,surveillance,suspense,talky,tense,twist ending,twists & turns,vengeance,very interesting,violence,violent,visually appealing,weird",3.3571629860559606,tt0475169,"Movie's title: 13 Tzameti (2005)
genres: Film-Noir,Thriller
tags: allegory,black and white,bleak,brutality,cinematography,claustrophobic,corruption,criterion,dark,disturbing,downbeat,drama,foreign,france,french,great acting,grim,harsh,imdb top 250,intense,interesting,mentor,neo-noir,original,oscar (best directing),police investigation,psychological,psychology,social commentary,storytelling,stylish,surveillance,suspense,talky,tense,twist ending,twists & turns,vengeance,very interesting,violence,violent,visually appealing,weird
plot: Sebastian, a young man, has decided to follow instructions intended for someone else, without knowing where they will take him. Something else he does not know is that Gerard Dorez, a cop on a knife-edge, is tailing him. When he reaches his destination, Sebastian falls into a degenerate, clandestine world of mental chaos behind closed doors in which men gamble on the lives of others men. 
actors: George Babluani, Aurélien Recoing, Pascal Bongard
directors: Géla Babluani
language: French, Georgian, German
runtime: 93 min","George Babluani, Aurélien Recoing, Pascal Bongard","Sebastian, a young man, has decided to follow instructions intended for someone else, without knowing where they will take him. Something else he does not know is that Gerard Dorez, a cop on a knife-edge, is tailing him. When he reaches his destination, Sebastian falls into a degenerate, clandestine world of mental chaos behind closed doors in which men gamble on the lives of others men.",https://m.media-amazon.com/images/M/MV5BMzQ3NzU3MzU5OF5BMl5BanBnXkFtZTcwNDM4NDIzMQ@@._V1_SX300.jpg,Géla Babluani,"French, Georgian, German",93 min
48877,7869,Saw III (2006),"Crime,Horror,Thriller","bloody,brutal,brutality,clever,franchise,gore,gory,great ending,great movie,gruesome,horror,mindfuck,original,plot holes,serial killer,slasher,splatter,surprise ending,suspense,torture,twist,twist ending,twists & turns,violence",3.0590743286975006,tt0489270,"Movie's title: Saw III (2006)
genres: Crime,Horror,Thriller
tags: bloody,brutal,brutality,clever,franchise,gore,gory,great ending,great movie,gruesome,horror,mindfuck,original,plot holes,serial killer,slasher,splatter,surprise ending,suspense,torture,twist,twist ending,twists & turns,violence
plot: Jeff is an anguished man who grieves and misses his son that was killed by a drunk driver in a car accident. He has become obsessed for revenge against the drunk driver, judge, and only witness who refused to testify; he has also become neglectful of his daughter. Lynn Denlon is a skilled surgeon that is cheating on her husband and suffering from depression. Both are abducted and brought to Jigsaw's warehouse, where they must play two separate games: Jeff must choose whether to save or let the people he holds responsible for the death of his son die, while Lynn must keep Jigsaw alive until Jeff completes his tests, or face the deadly consequences. 
actors: Tobin Bell, Shawnee Smith, Angus Macfadyen
directors: Darren Lynn Bousman
language: English
runtime: 108 min","Tobin Bell, Shawnee Smith, Angus Macfadyen","Jeff is an anguished man who grieves and misses his son that was killed by a drunk driver in a car accident. He has become obsessed for revenge against the drunk driver, judge, and only witness who refused to testify; he has also become neglectful of his daughter. Lynn Denlon is a skilled surgeon that is cheating on her husband and suffering from depression. Both are abducted and brought to Jigsaw's warehouse, where they must play two separate games: Jeff must choose whether to save or let the people he holds responsible for the death of his son die, while Lynn must keep Jigsaw alive until Jeff completes his tests, or face the deadly consequences.",https://m.media-amazon.com/images/M/MV5BODQ4YTAwZTItZGFjZi00YjNiLTllYzUtYWY3OWM2OTQzODVkXkEyXkFqcGc@._V1_SX300.jpg,Darren Lynn Bousman,English,108 min
48879,7870,Catch a Fire (2006),"Drama,Thriller","africa,based on a true story,based on true story,brutality,corruption,drama,oil,political,politics,powerful ending,segregation,south africa,terrorism,true story",3.280203822526406,tt0437232,"Movie's title: Catch a Fire (2006)
genres: Drama,Thriller
tags: africa,based on a true story,based on true story,brutality,corruption,drama,oil,political,politics,powerful ending,segregation,south africa,terrorism,true story
plot: A political thriller: the real-life story of a South African hero's journey to freedom. In the country's turbulent and divided times in the 1980s, Patrick Chamusso is an oil refinery foreman and soccer coach who is apolitical - until he and his wife Precious are jailed. Patrick is stunned into action against the country's oppressive reigning system, even as police Colonel Nic Vos further insinuates himself into the Chamussos' lives. 
actors: Derek Luke, Tim Robbins, Bonnie Mbuli
directors: Phillip Noyce
language: English, Afrikaans, Zulu, Portuguese
runtime: 101 min","Derek Luke, Tim Robbins, Bonnie Mbuli","A political thriller: the real-life story of a South African hero's journey to freedom. In the country's turbulent and divided times in the 1980s, Patrick Chamusso is an oil refinery foreman and soccer coach who is apolitical - until he and his wife Precious are jailed. Patrick is stunned into action against the country's oppressive reigning system, even as police Colonel Nic Vos further insinuates himself into the Chamussos' lives.",https://m.media-amazon.com/images/M/MV5BOTEzMjQ5NzEwNl5BMl5BanBnXkFtZTcwMDYwMTgzMQ@@._V1_SX300.jpg,Phillip Noyce,"English, Afrikaans, Zulu, Portuguese",101 min
48883,7871,Death of a President (2006),"Crime,Drama,Mystery,Thriller","assassin,assassination,assassins,controversial,documentary,fake documentary,mockumentary,political,politics,president,secret service,world politics",3.250389414595763,tt0853096,"Movie's title: Death of a President (2006)
genres: Crime,Drama,Mystery,Thriller
tags: assassin,assassination,assassins,controversial,documentary,fake documentary,mockumentary,political,politics,president,secret service,world politics
plot: Years after the assassination of President George W. Bush in Chicago, an investigative documentary examines that as-yet-unsolved crime. 
actors: Hend Ayoub, Becky Ann Baker, George W. Bush
directors: Gabriel Range
language: English, Arabic
runtime: 97 min","Hend Ayoub, Becky Ann Baker, George W. Bush","Years after the assassination of President George W. Bush in Chicago, an investigative documentary examines that as-yet-unsolved crime.",https://m.media-amazon.com/images/M/MV5BZmU2NDMzODQtZTBjZS00ZDllLWIzNGItMjUyYTZmYjU4ZDY0XkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_SX300.jpg,Gabriel Range,"English, Arabic",97 min
48943,7872,The Butterfly Effect 2 (2006),"Adventure,Drama,Romance,Sci-Fi,Thriller","alternate reality,amy smart,bad plot,crappy sequel,franchise,future,good sequel,horrible,original,pointless,predictable,science fiction,sequel,sequels,so bad it's funny,time travel",3.1351307547705085,tt0457297,"Movie's title: The Butterfly Effect 2 (2006)
genres: Adventure,Drama,Romance,Sci-Fi,Thriller
tags: alternate reality,amy smart,bad plot,crappy sequel,franchise,future,good sequel,horrible,original,pointless,predictable,science fiction,sequel,sequels,so bad it's funny,time travel
plot: Nick Larson and his best friends Trevor Eastman and Amanda are celebrating the twentieth-fourth birthday of his girlfriend Julie Miller in a beautiful lake on a Sunday morning. Nick is expecting to be promoted in the company where he works, and Julie is planning to move to his place instead of going to New York for her Master degree. However, Nick is called by his colleague Dave Bristol, who is disputing the promotion with Nick, for a meeting with a client. While on the road, Nick has an accident and Julie and his friends die. One year later, Nick finds that he can travel in time and tries to fix the past, with tragic consequences for the future. 
actors: Eric Lively, Erica Durance, Dustin Milligan
directors: John R. Leonetti
language: English
runtime: 92 min","Eric Lively, Erica Durance, Dustin Milligan","Nick Larson and his best friends Trevor Eastman and Amanda are celebrating the twentieth-fourth birthday of his girlfriend Julie Miller in a beautiful lake on a Sunday morning. Nick is expecting to be promoted in the company where he works, and Julie is planning to move to his place instead of going to New York for her Master degree. However, Nick is called by his colleague Dave Bristol, who is disputing the promotion with Nick, for a meeting with a client. While on the road, Nick has an accident and Julie and his friends die. One year later, Nick finds that he can travel in time and tries to fix the past, with tragic consequences for the future.",https://m.media-amazon.com/images/M/MV5BZTdjZTQ0NzMtMDVjOC00YTg1LWIwNTgtN2MyMGQ0ZjkzYTEwXkEyXkFqcGc@._V1_SX300.jpg,John R. Leonetti,English,92 min
48982,7873,Flushed Away (2006),"Animation,Comedy","aardman,aardman studios,animals,animated,animation,british,cartoon,cgi,claymation,computer animation,cute,fun,funny,humorous,kids and family,london,original,pg,pixar animation,rats,stop motion,stop-motion,talking animals",3.3392452910636754,tt0424095,"Movie's title: Flushed Away (2006)
genres: Animation,Comedy
tags: aardman,aardman studios,animals,animated,animation,british,cartoon,cgi,claymation,computer animation,cute,fun,funny,humorous,kids and family,london,original,pg,pixar animation,rats,stop motion,stop-motion,talking animals
plot: Roddy is a decidedly upper-crust ""society mouse"" who lives the life of a beloved pet in a posh Kensington flat. When a sewer rat named Sid comes spewing out of the sink and decides he's hit the jackpot, Roddy schemes to rid himself of the pest by luring him into the ""whirlpool."" Sid may be an ignorant slob, but he's no fool, so it is Roddy who winds up being flushed away into the bustling sewer world of Ratropolis. There Roddy meets Rita, an enterprising scavenger who works the sewers in her faithful boat, the Jammy Dodger. Roddy immediately wants out, or rather, up; Rita wants to be paid for her trouble; and, speaking of trouble, the villainous Toad - who royally despises all rodents equally, making no distinction between mice and rats--wants them iced... literally. The Toad dispatches his two hapless hench-rats, Spike and Whitey, to get the job done. When they fail, the Toad has no choice but to send to France for his cousin - that dreaded mercenary, Le Frog. 
actors: Hugh Jackman, Kate Winslet, Ian McKellen
directors: David Bowers, Sam Fell
language: English
runtime: 85 min","Hugh Jackman, Kate Winslet, Ian McKellen","Roddy is a decidedly upper-crust ""society mouse"" who lives the life of a beloved pet in a posh Kensington flat. When a sewer rat named Sid comes spewing out of the sink and decides he's hit the jackpot, Roddy schemes to rid himself of the pest by luring him into the ""whirlpool."" Sid may be an ignorant slob, but he's no fool, so it is Roddy who winds up being flushed away into the bustling sewer world of Ratropolis. There Roddy meets Rita, an enterprising scavenger who works the sewers in her faithful boat, the Jammy Dodger. Roddy immediately wants out, or rather, up; Rita wants to be paid for her trouble; and, speaking of trouble, the villainous Toad - who royally despises all rodents equally, making no distinction between mice and rats--wants them iced... literally. The Toad dispatches his two hapless hench-rats, Spike and Whitey, to get the job done. When they fail, the Toad has no choice but to send to France for his cousin - that dreaded mercenary, Le Frog.",https://m.media-amazon.com/images/M/MV5BMTI1MzE1MDk2N15BMl5BanBnXkFtZTYwMjEwMzI3._V1_SX300.jpg,"David Bowers, Sam Fell",English,85 min
48997,7874,Perfume: The Story of a Murderer (2006),"Crime,Drama,Thriller","18th century,adaptation,adapted from:book,allegory,artistic,based on a book,based on book,beautiful scenery,beautifully filmed,books,cinematography,costume drama,creativity,dark fantasy,good soundtrack,great cinematography,murder,narrated,nudity (topless - notable),obsession,original,oscar (best cinematography),period piece,serial killer,storytelling,stunning,suspense,visual,visually appealing,visually stunning,weird",3.4878562244628943,tt0396171,"Movie's title: Perfume: The Story of a Murderer (2006)
genres: Crime,Drama,Thriller
tags: 18th century,adaptation,adapted from:book,allegory,artistic,based on a book,based on book,beautiful scenery,beautifully filmed,books,cinematography,costume drama,creativity,dark fantasy,good soundtrack,great cinematography,murder,narrated,nudity (topless - notable),obsession,original,oscar (best cinematography),period piece,serial killer,storytelling,stunning,suspense,visual,visually appealing,visually stunning,weird
plot: Jean-Baptiste Grenouille (Ben Whishaw) came into the world unwanted, expected to die, yet born with an unnerving sense of smell that created alienation, as well as talent. Of all of the smells around him, Grenouille is beckoned to the scent of a woman's body, and spends the rest of his life attempting to smell her essence again by becoming a perfumer, and creating the essence of an innocence lost. 
actors: Ben Whishaw, Dustin Hoffman, Alan Rickman
directors: Tom Tykwer
language: English
runtime: 147 min","Ben Whishaw, Dustin Hoffman, Alan Rickman","Jean-Baptiste Grenouille (Ben Whishaw) came into the world unwanted, expected to die, yet born with an unnerving sense of smell that created alienation, as well as talent. Of all of the smells around him, Grenouille is beckoned to the scent of a woman's body, and spends the rest of his life attempting to smell her essence again by becoming a perfumer, and creating the essence of an innocence lost.",https://m.media-amazon.com/images/M/MV5BMTg2Mzk2NjkzNl5BMl5BanBnXkFtZTYwMzIzOTc2._V1_SX300.jpg,Tom Tykwer,English,147 min
49007,7875,Arabesque (1966),"Adventure,Drama,Romance,Thriller","007,007 (series),1960s,assassin,assassination,british,caper,chase,cinematography,clever,complicated,conspiracy,corruption,criterion,dramatic,enigmatic,espionage,forceful,fun movie,gangsters,gunfight,harsh,hitchcock,imdb top 250,kidnapping,london,murder,mystery,original,oscar (best directing),runaway,secrets,sexy,spies,spy,spying,storytelling,stunning,stylish,surveillance,suspense,suspenseful,talky,tense,thriller,twist,twists & turns,violence",3.267359604275529,tt0060121,"Movie's title: Arabesque (1966)
genres: Adventure,Drama,Romance,Thriller
tags: 007,007 (series),1960s,assassin,assassination,british,caper,chase,cinematography,clever,complicated,conspiracy,corruption,criterion,dramatic,enigmatic,espionage,forceful,fun movie,gangsters,gunfight,harsh,hitchcock,imdb top 250,kidnapping,london,murder,mystery,original,oscar (best directing),runaway,secrets,sexy,spies,spy,spying,storytelling,stunning,stylish,surveillance,suspense,suspenseful,talky,tense,thriller,twist,twists & turns,violence
plot: Professor David Pollock is an expert in ancient Arabic hieroglyphics. A Middle Eastern Prime Minister convinces Pollock to infiltrate the organization of a man named Beshraavi, who is involved in a plot against the Prime Minister. The nature of the plot is believed to be found in a hieroglyphic code. Beshraavi's mistress, Yasmin Azir is a beautiful mystery who becomes intertwined in the plot. Pollock needs her help, but she repeatedly double crosses him in one escapade after another, he can't decide on who she is working for. Ultimately working together, Pollock and Yasmin decipher the message and set out to stop an assassination of the Prime Minister. 
actors: Gregory Peck, Sophia Loren, Alan Badel
directors: Stanley Donen
language: English
runtime: 105 min","Gregory Peck, Sophia Loren, Alan Badel","Professor David Pollock is an expert in ancient Arabic hieroglyphics. A Middle Eastern Prime Minister convinces Pollock to infiltrate the organization of a man named Beshraavi, who is involved in a plot against the Prime Minister. The nature of the plot is believed to be found in a hieroglyphic code. Beshraavi's mistress, Yasmin Azir is a beautiful mystery who becomes intertwined in the plot. Pollock needs her help, but she repeatedly double crosses him in one escapade after another, he can't decide on who she is working for. Ultimately working together, Pollock and Yasmin decipher the message and set out to stop an assassination of the Prime Minister.",https://m.media-amazon.com/images/M/MV5BMzhlYWE1ZmMtOGI3MS00YWVmLTlhYTAtOWQ4NjA2OGQ5YzEwXkEyXkFqcGc@._V1_SX300.jpg,Stanley Donen,English,105 min
49013,7876,"Santa Clause 3: The Escape Clause, The (2006)","Comedy,Fantasy","children,christmas,disney,family,franchise,holiday,kids,kids and family,predictable,sequel,sequels,silly fun,so bad it's funny",3.132627121373794,tt0452681,"Movie's title: Santa Clause 3: The Escape Clause, The (2006)
genres: Comedy,Fantasy
tags: children,christmas,disney,family,franchise,holiday,kids,kids and family,predictable,sequel,sequels,silly fun,so bad it's funny
plot: Now that Santa/Scott Calvin and Mrs. Claus/Carol Calvin have the North Pole running smoothly, the Counsel of Legendary Figures has called an emergency meeting on Christmas Eve! The evil Jack Frost has been making trouble, looking to take over the holiday! So he launches a plan to sabotage the toy factory and compel Scott to invoke the little-known Escape Clause and wish he'd never become Santa! 
actors: Tim Allen, Martin Short, Elizabeth Mitchell
directors: Michael Lembeck
language: English
runtime: 92 min","Tim Allen, Martin Short, Elizabeth Mitchell","Now that Santa/Scott Calvin and Mrs. Claus/Carol Calvin have the North Pole running smoothly, the Counsel of Legendary Figures has called an emergency meeting on Christmas Eve! The evil Jack Frost has been making trouble, looking to take over the holiday! So he launches a plan to sabotage the toy factory and compel Scott to invoke the little-known Escape Clause and wish he'd never become Santa!",https://m.media-amazon.com/images/M/MV5BMTI4ODQ4MzgzMl5BMl5BanBnXkFtZTcwODc5NTUzMQ@@._V1_SX300.jpg,Michael Lembeck,English,92 min
49110,7877,Mom and Dad Save the World (1992),"Comedy,Sci-Fi","absurd,comedy,good action,goofy,humorous,idiotic,light,original,parody,saturday night live,sci fi,sci-fi,science fiction,scifi,silly,silly fun,so bad it's funny,space,special effects,spoof,stupidity",3.231476603835416,tt0104905,"Movie's title: Mom and Dad Save the World (1992)
genres: Comedy,Sci-Fi
tags: absurd,comedy,good action,goofy,humorous,idiotic,light,original,parody,saturday night live,sci fi,sci-fi,science fiction,scifi,silly,silly fun,so bad it's funny,space,special effects,spoof,stupidity
plot: Emperor Tod Spengo sees Marge Nelson and using a giant magnet, kidnaps her and her husband Dick, hoping to make her his bride before blowing up the Earth. He and other inhabitants of his planet are somewhat less than bright, and Dick begins reliving episodes of Flash Gordon and Buck Rogers in order to rescue Marge, save the Earth, and restore the rightful king to the throne. 
actors: Teri Garr, Jeffrey Jones, Jon Lovitz
directors: Greg Beeman
language: English
runtime: 88 min","Teri Garr, Jeffrey Jones, Jon Lovitz","Emperor Tod Spengo sees Marge Nelson and using a giant magnet, kidnaps her and her husband Dick, hoping to make her his bride before blowing up the Earth. He and other inhabitants of his planet are somewhat less than bright, and Dick begins reliving episodes of Flash Gordon and Buck Rogers in order to rescue Marge, save the Earth, and restore the rightful king to the throne.",https://m.media-amazon.com/images/M/MV5BMTUxNTIwMTY3MF5BMl5BanBnXkFtZTgwMDU0MTQ5MDE@._V1_SX300.jpg,Greg Beeman,English,88 min
49130,7878,"Good Year, A (2006)","Comedy,Drama,Romance","england,feel good movie,feel-good,france,happy ending,life philosophy,love story,romance,romantic,romantic comedy,wine",3.3225865604039124,tt0401445,"Movie's title: Good Year, A (2006)
genres: Comedy,Drama,Romance
tags: england,feel good movie,feel-good,france,happy ending,life philosophy,love story,romance,romantic,romantic comedy,wine
plot: After years of no contact with his Uncle Henry, London banker and bond trader Max Skinner learns that Henry has died intestate, so Max inherits a château and vineyard in Provence. Max spent part of his childhood there, learning maxims and how to win and lose, and honing his killer instinct (at chess, which serves him well in finance). Max goes to France intent on selling the property. He spends a few days there, getting the property ready to show. Memories, a beautiful woman, and a young American who says she's Henry's illegitimate daughter interrupt his plans. Did Max the boy know things that Max the man has forgotten? 
actors: Russell Crowe, Abbie Cornish, Albert Finney
directors: Ridley Scott
language: English, French, Russian
runtime: 117 min","Russell Crowe, Abbie Cornish, Albert Finney","After years of no contact with his Uncle Henry, London banker and bond trader Max Skinner learns that Henry has died intestate, so Max inherits a château and vineyard in Provence. Max spent part of his childhood there, learning maxims and how to win and lose, and honing his killer instinct (at chess, which serves him well in finance). Max goes to France intent on selling the property. He spends a few days there, getting the property ready to show. Memories, a beautiful woman, and a young American who says she's Henry's illegitimate daughter interrupt his plans. Did Max the boy know things that Max the man has forgotten?",https://m.media-amazon.com/images/M/MV5BMWMxMzNjODAtNmYyYy00OGFjLTk2MGEtZDUxYTY1MjRiMGVjXkEyXkFqcGc@._V1_SX300.jpg,Ridley Scott,"English, French, Russian",117 min
49132,7879,Shut Up & Sing (2006),Documentary,"censorship,corruption,documentary,free speech,girlie movie,good soundtrack,greed,idealism,interesting,iraq war,london,music,musicians,original,political,politics,president,propaganda,women,world politics",3.3322609159120624,tt0811136,"Movie's title: Shut Up & Sing (2006)
genres: Documentary
tags: censorship,corruption,documentary,free speech,girlie movie,good soundtrack,greed,idealism,interesting,iraq war,london,music,musicians,original,political,politics,president,propaganda,women,world politics
plot: In 2003, the female country band, The Dixie Chicks, are at the top of their game being one of the most successful bands of all time. However with the US invasion of Iraq about to begin over frustrated worldwide objections about this needless war, one of the Chick vents off the cuff in concert about being ashamed of US President George W. Bush. This statement sparks a firestorm of organized and personal right wing attacks against the Chicks for daring to think they have the right to express a negative personal opinion about the President. This film covers the band's effort to ride out the turmoil that would leave their careers under a cloud, but would eventually give them a opportunity to grow as great artists who bow to no one. 
actors: Natalie Maines, Emily Strayer, Martie Maguire
directors: Barbara Kopple, Cecilia Peck
language: English
runtime: 93 min","Natalie Maines, Emily Strayer, Martie Maguire","In 2003, the female country band, The Dixie Chicks, are at the top of their game being one of the most successful bands of all time. However with the US invasion of Iraq about to begin over frustrated worldwide objections about this needless war, one of the Chick vents off the cuff in concert about being ashamed of US President George W. Bush. This statement sparks a firestorm of organized and personal right wing attacks against the Chicks for daring to think they have the right to express a negative personal opinion about the President. This film covers the band's effort to ride out the turmoil that would leave their careers under a cloud, but would eventually give them a opportunity to grow as great artists who bow to no one.",https://m.media-amazon.com/images/M/MV5BMTQwODM0NzM1NV5BMl5BanBnXkFtZTcwNDY0NTkzMQ@@._V1_SX300.jpg,"Barbara Kopple, Cecilia Peck",English,93 min
