movieId,vectorID,title,genres,tags,weight_rating,imdbId,page_content
5146,4528,Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000),"Animation,Fantasy,Horror,Sci-Fi","action,animated,animation,anime,cyberpunk,dark,dark hero,fantasy world,fight scenes,future,good soundtrack,good versus evil,gory,goth,nocturnal,original,post-apocalyptic,stylish,vampire,vampires,vengeance,violence,visual,visually stunning,weapons",3.46774004258495,tt0216651,"Movie's title: Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000)
genres: Animation,Fantasy,Horror,Sci-Fi
tags: action,animated,animation,anime,cyberpunk,dark,dark hero,fantasy world,fight scenes,future,good soundtrack,good versus evil,gory,goth,nocturnal,original,post-apocalyptic,stylish,vampire,vampires,vengeance,violence,visual,visually stunning,weapons"
5147,4529,Wild Strawberries (Smultronstället) (1957),Drama,"aging,artistic,beautifully filmed,black and white,bleak,breathtaking,cathartic,cerebral,character study,childhood,cinematography,compassionate,criterion,death,depression,downbeat,drama,dreamlike,dreams,emotional,enigmatic,existentialism,golden palm,grim,imdb top 250,intimate,isolation,life,life & death,loneliness,lyrical,masterpiece,meditative,melancholic,melancholy,memory,mentor,obsession,original,oscar (best directing),oscar (best foreign language film),philosophy,poignant,redemption,reflective,relationships,road trip,social commentary,storytelling,surreal,swedish,talky,visually appealing,weird,wistful",3.735002504095732,tt0050986,"Movie's title: Wild Strawberries (Smultronstället) (1957)
genres: Drama
tags: aging,artistic,beautifully filmed,black and white,bleak,breathtaking,cathartic,cerebral,character study,childhood,cinematography,compassionate,criterion,death,depression,downbeat,drama,dreamlike,dreams,emotional,enigmatic,existentialism,golden palm,grim,imdb top 250,intimate,isolation,life,life & death,loneliness,lyrical,masterpiece,meditative,melancholic,melancholy,memory,mentor,obsession,original,oscar (best directing),oscar (best foreign language film),philosophy,poignant,redemption,reflective,relationships,road trip,social commentary,storytelling,surreal,swedish,talky,visually appealing,weird,wistful"
5151,4530,40 Days and 40 Nights (2002),"Comedy,Romance","chick flick,comedy,funny,girlie movie,notable nudity,pornography,predictable,romantic comedy,san francisco,sex,sex comedy,sexual,sexuality,sexy,teen,teen movie,teens,women",2.9734147120682115,tt0243736,"Movie's title: 40 Days and 40 Nights (2002)
genres: Comedy,Romance
tags: chick flick,comedy,funny,girlie movie,notable nudity,pornography,predictable,romantic comedy,san francisco,sex,sex comedy,sexual,sexuality,sexy,teen,teen movie,teens,women"
5152,4531,We Were Soldiers (2002),"Action,Drama,War","action,action packed,based on a book,based on book,best war films,courage,dramatic,factual,good,historical,history,innocence lost,intense,military,realistic,sacrifice,true story,vietnam,vietnam war,war,war movie,weapons",3.4890154696718745,tt0277434,"Movie's title: We Were Soldiers (2002)
genres: Action,Drama,War
tags: action,action packed,based on a book,based on book,best war films,courage,dramatic,factual,good,historical,history,innocence lost,intense,military,realistic,sacrifice,true story,vietnam,vietnam war,war,war movie,weapons"
5153,4532,Trouble Every Day (2001),"Drama,Horror,Thriller","art house,brutality,cannibalism,controversial,disturbing,erotic,male nudity,nudity (topless - notable),pornography,sex,sexual,sexualized violence,very interesting",3.2561769120879784,tt0204700,"Movie's title: Trouble Every Day (2001)
genres: Drama,Horror,Thriller
tags: art house,brutality,cannibalism,controversial,disturbing,erotic,male nudity,nudity (topless - notable),pornography,sex,sexual,sexualized violence,very interesting"
5155,4533,"Big Bird Cage, The (1972)",Action,"camp,corruption,gay,grindhouse,nudity (topless - notable),prison,sexy,violence,women",3.26228752848526,tt0068273,"Movie's title: Big Bird Cage, The (1972)
genres: Action
tags: camp,corruption,gay,grindhouse,nudity (topless - notable),prison,sexy,violence,women"
5157,4534,"Church, The (Chiesa, La) (1989)","Drama,Fantasy,Horror","allegory,atmospheric,brutality,catholicism,creepy,criterion,dark fantasy,demons,devil,gory,grindhouse,horror,italian,ominous,original,religion,splatter,stylish,supernatural,visually stunning,weird,witches",3.2564454510716567,tt0094860,"Movie's title: Church, The (Chiesa, La) (1989)
genres: Drama,Fantasy,Horror
tags: allegory,atmospheric,brutality,catholicism,creepy,criterion,dark fantasy,demons,devil,gory,grindhouse,horror,italian,ominous,original,religion,splatter,stylish,supernatural,visually stunning,weird,witches"
5158,4535,Cross Creek (1983),Drama,"1930s,biographical,biography,biopic,bittersweet,character study,childhood,destiny,drama,dramatic,harsh,heartwarming,honest,life,life philosophy,mentor,original,oscar (best directing),reflective,social commentary,story,storytelling,unlikely friendships,writers",3.2890772496877885,tt0085380,"Movie's title: Cross Creek (1983)
genres: Drama
tags: 1930s,biographical,biography,biopic,bittersweet,character study,childhood,destiny,drama,dramatic,harsh,heartwarming,honest,life,life philosophy,mentor,original,oscar (best directing),reflective,social commentary,story,storytelling,unlikely friendships,writers"
5159,4536,Ferngully: The Last Rainforest (1992),"Animation,Children,Comedy,Musical","animals,animated,animation,cartoon,childhood,children,fairy tale,kids and family,talking animals",3.1714298725025367,tt0104254,"Movie's title: Ferngully: The Last Rainforest (1992)
genres: Animation,Children,Comedy,Musical
tags: animals,animated,animation,cartoon,childhood,children,fairy tale,kids and family,talking animals"
5161,4537,Intersection (1994),"Drama,Romance","destiny,first contact,nudity (topless),original,predictable",3.194109387142091,tt0110146,"Movie's title: Intersection (1994)
genres: Drama,Romance
tags: destiny,first contact,nudity (topless),original,predictable"
5162,4538,"Jo Jo Dancer, Your Life is Calling (1986)",Drama,"biographical,life philosophy,mentor,original",3.235591052024909,tt0091295,"Movie's title: Jo Jo Dancer, Your Life is Calling (1986)
genres: Drama
tags: biographical,life philosophy,mentor,original"
5163,4539,Stage Fright (Deliria) (1987),Horror,"absurd,atmospheric,blood,bloody,brutal,brutality,claustrophobic,creepy,criterion,cult classic,cult film,dark,dark humor,death,demons,directorial debut,finnish,good soundtrack,gore,gory,grim,grindhouse,gruesome,horror,hospital,intense,italian,macabre,melancholic,mentor,original,plot twist,scary,serial killer,slasher,splatter,stylish,suspenseful,tense,twist ending,vengeance,violence,violent,visceral,visually appealing,weird",3.2652013134264792,tt0092576,"Movie's title: Stage Fright (Deliria) (1987)
genres: Horror
tags: absurd,atmospheric,blood,bloody,brutal,brutality,claustrophobic,creepy,criterion,cult classic,cult film,dark,dark humor,death,demons,directorial debut,finnish,good soundtrack,gore,gory,grim,grindhouse,gruesome,horror,hospital,intense,italian,macabre,melancholic,mentor,original,plot twist,scary,serial killer,slasher,splatter,stylish,suspenseful,tense,twist ending,vengeance,violence,violent,visceral,visually appealing,weird"
5164,4540,"Troll in Central Park, A (1994)","Animation,Children","animals,animated,animation,cartoon,cute,cute!,talking animals",3.1897809229614755,tt0108395,"Movie's title: Troll in Central Park, A (1994)
genres: Animation,Children
tags: animals,animated,animation,cartoon,cute,cute!,talking animals"
5165,4541,Zombie (a.k.a. Zombie 2: The Dead Are Among Us) (Zombi 2) (1979),Horror,"apocalypse,atmospheric,brutality,creepy,cult classic,cult film,gory,grindhouse,gruesome,horror,low budget,mad scientist,ominous,splatter,visceral,voodoo,weird,zombie,zombies",3.268993921077717,tt0080057,"Movie's title: Zombie (a.k.a. Zombie 2: The Dead Are Among Us) (Zombi 2) (1979)
genres: Horror
tags: apocalypse,atmospheric,brutality,creepy,cult classic,cult film,gory,grindhouse,gruesome,horror,low budget,mad scientist,ominous,splatter,visceral,voodoo,weird,zombie,zombies"
5167,4542,My Favorite Brunette (1947),"Comedy,Mystery","affectionate,chase,clever,comedy,criterion,detective,farce,fast paced,film noir,fun movie,funny,humorous,kidnapping,light,mistaken identity,murder mystery,mystery,original,parody,police investigation,private detective,road movie,san francisco,spoof,twists & turns,utopia",3.2840743138688477,tt0039645,"Movie's title: My Favorite Brunette (1947)
genres: Comedy,Mystery
tags: affectionate,chase,clever,comedy,criterion,detective,farce,fast paced,film noir,fun movie,funny,humorous,kidnapping,light,mistaken identity,murder mystery,mystery,original,parody,police investigation,private detective,road movie,san francisco,spoof,twists & turns,utopia"
5168,4543,Royal Wedding (1951),"Comedy,Musical,Romance","dance,dancing,england,musical,romantic",3.298309801744782,tt0043983,"Movie's title: Royal Wedding (1951)
genres: Comedy,Musical,Romance
tags: dance,dancing,england,musical,romantic"
5169,4544,Scarlet Street (1945),Film-Noir,"art,artist,artistic,atmospheric,betrayal,bleak,cerebral,character study,classic,complicated,con artists,corruption,crime gone awry,criterion,dark,depression,downbeat,drinking,enigmatic,film noir,great ending,greed,grim,guilt,harsh,idealism,imdb top 250,intimate,loneliness,murder,nocturnal,noir,obsession,original,oscar (best actress),police corruption,psychological,relationships,stylized,talky,tense,twists & turns,unusual plot structure,visually appealing",3.3497199851560038,tt0038057,"Movie's title: Scarlet Street (1945)
genres: Film-Noir
tags: art,artist,artistic,atmospheric,betrayal,bleak,cerebral,character study,classic,complicated,con artists,corruption,crime gone awry,criterion,dark,depression,downbeat,drinking,enigmatic,film noir,great ending,greed,grim,guilt,harsh,idealism,imdb top 250,intimate,loneliness,murder,nocturnal,noir,obsession,original,oscar (best actress),police corruption,psychological,relationships,stylized,talky,tense,twists & turns,unusual plot structure,visually appealing"
5170,4545,All About the Benjamins (2002),"Action,Comedy,Crime","action,action packed,bad plot,comedy,good action,original",3.173096187252516,tt0278295,"Movie's title: All About the Benjamins (2002)
genres: Action,Comedy,Crime
tags: action,action packed,bad plot,comedy,good action,original"
5171,4546,"Time Machine, The (2002)","Action,Adventure,Sci-Fi","adventure,based on a book,big budget,catastrophe,destiny,dynamic cgi action,dystopia,end of the world,future,futuristic,original,plot holes,remake,sci fi,sci-fi,science fiction,scifi,special effects,technology,time travel,visually stunning",2.930304134706037,tt0268695,"Movie's title: Time Machine, The (2002)
genres: Action,Adventure,Sci-Fi
tags: adventure,based on a book,big budget,catastrophe,destiny,dynamic cgi action,dystopia,end of the world,future,futuristic,original,plot holes,remake,sci fi,sci-fi,science fiction,scifi,special effects,technology,time travel,visually stunning"
5172,4547,Full Frontal (2002),"Comedy,Drama,Romance","mindfuck,nonlinear,original,pointless,pornography,pretentious,storytelling,weird",3.1345753141037105,tt0290212,"Movie's title: Full Frontal (2002)
genres: Comedy,Drama,Romance
tags: mindfuck,nonlinear,original,pointless,pornography,pretentious,storytelling,weird"
5174,4548,"Field, The (1990)",Drama,"downbeat,drama,family,ireland,irish,irish accent,off-beat comedy,original,redemption,secrets,tragedy",3.260579068312292,tt0099566,"Movie's title: Field, The (1990)
genres: Drama
tags: downbeat,drama,family,ireland,irish,irish accent,off-beat comedy,original,redemption,secrets,tragedy"
5177,4549,"Magnificent Ambersons, The (1942)","Drama,Romance","adapted from:book,cinematography,complex,criterion,downbeat,dramatic,dysfunctional family,enigmatic,father daughter relationship,greed,imdb top 250,intimate,literary adaptation,masterpiece,melancholy,narrated,original,oscar (best actress),oscar (best directing),storytelling,talky,tragedy,visually appealing",3.474845803040614,tt0035015,"Movie's title: Magnificent Ambersons, The (1942)
genres: Drama,Romance
tags: adapted from:book,cinematography,complex,criterion,downbeat,dramatic,dysfunctional family,enigmatic,father daughter relationship,greed,imdb top 250,intimate,literary adaptation,masterpiece,melancholy,narrated,original,oscar (best actress),oscar (best directing),storytelling,talky,tragedy,visually appealing"
5179,4550,Gloria (1980),"Drama,Thriller","gangster,gangsters,hit men,mafia,mob,original",3.2645169993486935,tt0080798,"Movie's title: Gloria (1980)
genres: Drama,Thriller
tags: gangster,gangsters,hit men,mafia,mob,original"
5180,4551,"Great Rock 'n' Roll Swindle, The (1980)",Documentary,"corruption,drug abuse,hip hop,male nudity,music,pornography,punk,rock and roll,sex,weird",3.276891465330012,tt0080813,"Movie's title: Great Rock 'n' Roll Swindle, The (1980)
genres: Documentary
tags: corruption,drug abuse,hip hop,male nudity,music,pornography,punk,rock and roll,sex,weird"
5181,4552,Hangar 18 (1980),"Action,Sci-Fi,Thriller","alien,aliens,astronauts,conspiracy,first contact,sci fi,sci-fi,science fiction,scifi,space,weird",3.253307296934125,tt0080836,"Movie's title: Hangar 18 (1980)
genres: Action,Sci-Fi,Thriller
tags: alien,aliens,astronauts,conspiracy,first contact,sci fi,sci-fi,science fiction,scifi,space,weird"
5182,4553,Hawk the Slayer (1980),"Action,Fantasy","bad acting,fantasy,fantasy world,special effects",3.240688235731297,tt0080846,"Movie's title: Hawk the Slayer (1980)
genres: Action,Fantasy
tags: bad acting,fantasy,fantasy world,special effects"
5184,4554,Heaven's Gate (1980),Western,"70mm,cinematography,complex,criterion,epic,greed,long,moral ambiguity,original,pointless,sexualized violence,too long,western",3.2030543455483613,tt0080855,"Movie's title: Heaven's Gate (1980)
genres: Western
tags: 70mm,cinematography,complex,criterion,epic,greed,long,moral ambiguity,original,pointless,sexualized violence,too long,western"
5185,4555,Hero at Large (1980),Comedy,"super hero,superhero,superheroes",3.2380659122905797,tt0080863,"Movie's title: Hero at Large (1980)
genres: Comedy
tags: super hero,superhero,superheroes"
5186,4556,Honeysuckle Rose (a.k.a. On the Road Again) (1980),"Drama,Romance","chase,music,musical,musicians,original,road movie",3.2524500569173016,tt0080888,"Movie's title: Honeysuckle Rose (a.k.a. On the Road Again) (1980)
genres: Drama,Romance
tags: chase,music,musical,musicians,original,road movie"
5187,4557,Hopscotch (1980),Comedy,"adapted from:book,assassin,caper,chase,cold war,comedy,criterion,espionage,fun,fun movie,mentor,secrets,spies,spy,spying,twists & turns,witty",3.360010826832415,tt0080889,"Movie's title: Hopscotch (1980)
genres: Comedy
tags: adapted from:book,assassin,caper,chase,cold war,comedy,criterion,espionage,fun,fun movie,mentor,secrets,spies,spy,spying,twists & turns,witty"
5189,4558,Humanoids from the Deep (1980),"Horror,Sci-Fi","blood,bloody,brutality,campy,cult classic,fish,gore,goretastic,gory,grindhouse,gruesome,horror,monster,monsters,mutants,nudity,nudity (topless),original,rape,splatter,teens,violence",3.215286294716157,tt0080904,"Movie's title: Humanoids from the Deep (1980)
genres: Horror,Sci-Fi
tags: blood,bloody,brutality,campy,cult classic,fish,gore,goretastic,gory,grindhouse,gruesome,horror,monster,monsters,mutants,nudity,nudity (topless),original,rape,splatter,teens,violence"
5190,4559,Inside Moves (1980),Drama,"depression,disability,feel-good,inspiring,loneliness,touching,unlikely friendships",3.2783832422711305,tt0080928,"Movie's title: Inside Moves (1980)
genres: Drama
tags: depression,disability,feel-good,inspiring,loneliness,touching,unlikely friendships"
5192,4560,"Island, The (1980)","Adventure,Horror,Thriller","action,adventure,bloody,brainwashing,brutality,fast paced,father son relationship,fight scenes,good action,great ending,intense,island,kidnapping,original,pirates,revenge,splatter,supernatural,survival,suspense,technology,transformation,vengeance,violence,violent,visceral,visually appealing",3.239713027131879,tt0080934,"Movie's title: Island, The (1980)
genres: Adventure,Horror,Thriller
tags: action,adventure,bloody,brainwashing,brutality,fast paced,father son relationship,fight scenes,good action,great ending,intense,island,kidnapping,original,pirates,revenge,splatter,supernatural,survival,suspense,technology,transformation,vengeance,violence,violent,visceral,visually appealing"
5193,4561,"Jazz Singer, The (1980)",Musical,"bad acting,destiny,father son relationship,good,good music,good soundtrack,music,musical,musicians",3.2104061691223857,tt0080948,"Movie's title: Jazz Singer, The (1980)
genres: Musical
tags: bad acting,destiny,father son relationship,good,good music,good soundtrack,music,musical,musicians"
5197,4562,Little Darlings (1980),Drama,"adolescence,camp,coming of age,coming-of-age,pornography,sexual,teen,teen movie,teens,virginity",3.2164257772869145,tt0081060,"Movie's title: Little Darlings (1980)
genres: Drama
tags: adolescence,camp,coming of age,coming-of-age,pornography,sexual,teen,teen movie,teens,virginity"
5198,4563,"Long Good Friday, The (1980)","Drama,Thriller","anti-hero,betrayal,bleak,british,brutality,crime,crime gone awry,criterion,gangster,gangsters,greed,grim,gritty,harsh,hit men,london,mafia,mob,organized crime,original,powerful ending,stylish,stylized,violence,violent",3.388648052983954,tt0081070,"Movie's title: Long Good Friday, The (1980)
genres: Drama,Thriller
tags: anti-hero,betrayal,bleak,british,brutality,crime,crime gone awry,criterion,gangster,gangsters,greed,grim,gritty,harsh,hit men,london,mafia,mob,organized crime,original,powerful ending,stylish,stylized,violence,violent"
5199,4564,"Long Riders, The (1980)",Western,"american civil war,brothers,civil war,gangs,gangsters,gunfight,harsh,historical,original,vengeance,violence,violent,western",3.2992193908026577,tt0081071,"Movie's title: Long Riders, The (1980)
genres: Western
tags: american civil war,brothers,civil war,gangs,gangsters,gunfight,harsh,historical,original,vengeance,violence,violent,western"
5202,4565,Mon oncle d'Amérique (1980),Drama,"criterion,humanity,obsession",3.3115371588657947,tt0081176,"Movie's title: Mon oncle d'Amérique (1980)
genres: Drama
tags: criterion,humanity,obsession"
5203,4566,"Monster Club, The (1980)","Comedy,Horror","campy,creepy,cult classic,cult film,gory,gothic,grindhouse,horror,macabre,monster,monsters,nocturnal,vampire,vampires,weird,werewolf,werewolves",3.2559537838125654,tt0081178,"Movie's title: Monster Club, The (1980)
genres: Comedy,Horror
tags: campy,creepy,cult classic,cult film,gory,gothic,grindhouse,horror,macabre,monster,monsters,nocturnal,vampire,vampires,weird,werewolf,werewolves"
5205,4567,Motel Hell (1980),"Comedy,Horror","black comedy,bloody,cannibalism,creepy,cult classic,cult film,dark comedy,dark humor,disturbing,fun movie,gory,grindhouse,gruesome,horror,low budget,macabre,nudity (full frontal - notable),original,slasher,splatter,suspense,weird",3.2120690579468842,tt0081184,"Movie's title: Motel Hell (1980)
genres: Comedy,Horror
tags: black comedy,bloody,cannibalism,creepy,cult classic,cult film,dark comedy,dark humor,disturbing,fun movie,gory,grindhouse,gruesome,horror,low budget,macabre,nudity (full frontal - notable),original,slasher,splatter,suspense,weird"
5208,4568,"Ninth Configuration, The (a.k.a. Twinkle, Twinkle, Killer Kane) (1980)","Drama,War","cult film,enigmatic,greed,insanity,original",3.277806514561703,tt0081237,"Movie's title: Ninth Configuration, The (a.k.a. Twinkle, Twinkle, Killer Kane) (1980)
genres: Drama,War
tags: cult film,enigmatic,greed,insanity,original"
5209,4569,Ffolkes (1979),"Action,Adventure,Thriller","007,bombs,bond,chase,eccentricity,good action,oil,tom clancy,very interesting",3.2533757406252968,tt0081809,"Movie's title: Ffolkes (1979)
genres: Action,Adventure,Thriller
tags: 007,bombs,bond,chase,eccentricity,good action,oil,tom clancy,very interesting"
5210,4570,"Burial Ground (a.k.a. Zombie Horror) (a.k.a. Zombie 3) (Notti del Terrore, Le) (1981)",Horror,"80s,bloody,brutality,camp,creepy,cult classic,cult film,demons,gore,goretastic,gory,grindhouse,gruesome,horror,mad scientist,nocturnal,original,so bad it's funny,splatter,visceral,weapons,weird,zombie,zombies",3.219422418498912,tt0081248,"Movie's title: Burial Ground (a.k.a. Zombie Horror) (a.k.a. Zombie 3) (Notti del Terrore, Le) (1981)
genres: Horror
tags: 80s,bloody,brutality,camp,creepy,cult classic,cult film,demons,gore,goretastic,gory,grindhouse,gruesome,horror,mad scientist,nocturnal,original,so bad it's funny,splatter,visceral,weapons,weird,zombie,zombies"
5211,4571,"Nude Bomb, The (1980)",Comedy,"bad plot,franchise,original,series,spoof",3.160419984398657,tt0081249,"Movie's title: Nude Bomb, The (1980)
genres: Comedy
tags: bad plot,franchise,original,series,spoof"
5212,4572,"Octagon, The (1980)",Action,"action,camp,fight scenes,good action,martial arts,ninja,so bad it's funny",3.177482637917088,tt0081259,"Movie's title: Octagon, The (1980)
genres: Action
tags: action,camp,fight scenes,good action,martial arts,ninja,so bad it's funny"
5213,4573,"Oh, God! Book II (1980)",Comedy,"biblical,christian,christianity,god,original,religion",3.0784397612631085,tt0081268,"Movie's title: Oh, God! Book II (1980)
genres: Comedy
tags: biblical,christian,christianity,god,original,religion"
5214,4574,"Oh, God! (1977)","Comedy,Fantasy","based on a book,biblical,comedy,god,jesus,religion",3.230348700306642,tt0076489,"Movie's title: Oh, God! (1977)
genres: Comedy,Fantasy
tags: based on a book,biblical,comedy,god,jesus,religion"
5215,4575,"Oh, Heavenly Dog! (1980)","Comedy,Crime","camp,chase,dog,fantasy,fun,fun movie,original",3.208825427907624,tt0081269,"Movie's title: Oh, Heavenly Dog! (1980)
genres: Comedy,Crime
tags: camp,chase,dog,fantasy,fun,fun movie,original"
5217,4576,Super Fuzz (a.k.a. Super Snooper) (Poliziotto superpiù) (1980),"Action,Comedy,Sci-Fi","silly,so bad it's funny,superhero",3.2280713385099093,tt0082924,"Movie's title: Super Fuzz (a.k.a. Super Snooper) (Poliziotto superpiù) (1980)
genres: Action,Comedy,Sci-Fi
tags: silly,so bad it's funny,superhero"
5218,4577,Ice Age (2002),"Adventure,Animation,Children,Comedy","adventure,animal movie,animals,animated,animation,cartoon,cgi,children,clever,comedy,computer animation,cute,cute!,disney,entertaining,family,friendship,fun,funny,good,great,great movie,humorous,kids,kids and family,original,oscar (best animated feature),redemption,story,talking animals,very funny,visually appealing,witty",3.5696086511231866,tt0268380,"Movie's title: Ice Age (2002)
genres: Adventure,Animation,Children,Comedy
tags: adventure,animal movie,animals,animated,animation,cartoon,cgi,children,clever,comedy,computer animation,cute,cute!,disney,entertaining,family,friendship,fun,funny,good,great,great movie,humorous,kids,kids and family,original,oscar (best animated feature),redemption,story,talking animals,very funny,visually appealing,witty"
5219,4578,Resident Evil (2002),"Action,Horror,Sci-Fi,Thriller","action,action packed,adapted from:game,apocalypse,bad cgi,based on a video game,better than expected,big budget,computer game,cool,fight scenes,good action,gory,horror,monster,original,special effects,splatter,survival,video game,video game adaptation,video games,videogame,virus,zombie,zombies",3.1713161891821136,tt0120804,"Movie's title: Resident Evil (2002)
genres: Action,Horror,Sci-Fi,Thriller
tags: action,action packed,adapted from:game,apocalypse,bad cgi,based on a video game,better than expected,big budget,computer game,cool,fight scenes,good action,gory,horror,monster,original,special effects,splatter,survival,video game,video game adaptation,video games,videogame,virus,zombie,zombies"
5220,4579,Showtime (2002),"Action,Comedy","action,based on a tv show,buddy movie,chase,comedy,fun movie,funny,parody,police,reality tv,spoof",3.0054678975330535,tt0284490,"Movie's title: Showtime (2002)
genres: Action,Comedy
tags: action,based on a tv show,buddy movie,chase,comedy,fun movie,funny,parody,police,reality tv,spoof"
5221,4580,Harrison's Flowers (2000),Drama,"brutal,brutality,civil war,intense,love story,realistic,sacrifice,violence,war,war movie",3.273516952062605,tt0216799,"Movie's title: Harrison's Flowers (2000)
genres: Drama
tags: brutal,brutality,civil war,intense,love story,realistic,sacrifice,violence,war,war movie"
5222,4581,Kissing Jessica Stein (2001),"Comedy,Romance","chick flick,friendship,gay,gay character,girlie movie,independent film,intimate,lesbian,love story,new york,new york city,pornography,relationships,romance,romantic,romantic comedy,sexual,sexuality,sexy,stereotypes,women,writers",3.365814512541497,tt0264761,"Movie's title: Kissing Jessica Stein (2001)
genres: Comedy,Romance
tags: chick flick,friendship,gay,gay character,girlie movie,independent film,intimate,lesbian,love story,new york,new york city,pornography,relationships,romance,romantic,romantic comedy,sexual,sexuality,sexy,stereotypes,women,writers"
5223,4582,Pauline & Paulette (Pauline en Paulette) (2001),"Comedy,Drama","independent film,sisters",3.2640151181513626,tt0256259,"Movie's title: Pauline & Paulette (Pauline en Paulette) (2001)
genres: Comedy,Drama
tags: independent film,sisters"
5224,4583,Promises (2001),Documentary,"childhood,children,documentary,ethnic conflict,intimate,iraq,israel,jews,middle east,movielens top pick,palestine,political,politics,propaganda,tragedy",3.32142576373252,tt0282864,"Movie's title: Promises (2001)
genres: Documentary
tags: childhood,children,documentary,ethnic conflict,intimate,iraq,israel,jews,middle east,movielens top pick,palestine,political,politics,propaganda,tragedy"
5225,4584,And Your Mother Too (Y tu mamá también) (2001),"Drama,Romance","adolescence,allegory,beautifully filmed,bittersweet,censorship,cinematography,coming of age,coming-of-age,criterion,drama,drinking,enigmatic,erotic,foreign,friendship,good soundtrack,independent film,innocence lost,intimate,latin america,life & death,loneliness,male nudity,melancholic,mexico,narrated,nudity,nudity (full frontal - notable),obsession,original,passionate,pornography,powerful ending,realistic,reflective,relationships,road movie,road trip,runaway,sex,sexual,sexuality,sexy,social commentary,spanish,storytelling,talky,unlikely friendships,very interesting,visually appealing",3.7749503433520624,tt0245574,"Movie's title: And Your Mother Too (Y tu mamá también) (2001)
genres: Drama,Romance
tags: adolescence,allegory,beautifully filmed,bittersweet,censorship,cinematography,coming of age,coming-of-age,criterion,drama,drinking,enigmatic,erotic,foreign,friendship,good soundtrack,independent film,innocence lost,intimate,latin america,life & death,loneliness,male nudity,melancholic,mexico,narrated,nudity,nudity (full frontal - notable),obsession,original,passionate,pornography,powerful ending,realistic,reflective,relationships,road movie,road trip,runaway,sex,sexual,sexuality,sexy,social commentary,spanish,storytelling,talky,unlikely friendships,very interesting,visually appealing"
5226,4585,All the Right Moves (1983),"Drama,Romance","cheerleading,drama,football,good,good soundtrack,great ending,high school,mentor,small town,sports,teen movie",3.2235359280419646,tt0085154,"Movie's title: All the Right Moves (1983)
genres: Drama,Romance
tags: cheerleading,drama,football,good,good soundtrack,great ending,high school,mentor,small town,sports,teen movie"
5227,4586,Barabbas (1961),"Adventure,Drama","70mm,biblical,chase,christian,christianity,destiny,dramatic,epic,good,gunfight,historical,jesus,life & death,mentor,oscar (best directing),redemption,rome,story",3.263986688396016,tt0055774,"Movie's title: Barabbas (1961)
genres: Adventure,Drama
tags: 70mm,biblical,chase,christian,christianity,destiny,dramatic,epic,good,gunfight,historical,jesus,life & death,mentor,oscar (best directing),redemption,rome,story"
5228,4587,"Ghost Breakers, The (1940)","Comedy,Horror","ghosts,mystery,nocturnal,radio,supernatural",3.264701375139946,tt0032520,"Movie's title: Ghost Breakers, The (1940)
genres: Comedy,Horror
tags: ghosts,mystery,nocturnal,radio,supernatural"
5230,4588,"Paleface, The (1948)","Comedy,Western","comedy,fun movie,gunfight,indians",3.2735050527849494,tt0040679,"Movie's title: Paleface, The (1948)
genres: Comedy,Western
tags: comedy,fun movie,gunfight,indians"
5231,4589,Road to Morocco (1942),Comedy,"comedy,fun movie,islam,light,road movie,screwball,silly fun,slavery,utopia",3.2889883677003473,tt0035262,"Movie's title: Road to Morocco (1942)
genres: Comedy
tags: comedy,fun movie,islam,light,road movie,screwball,silly fun,slavery,utopia"
5232,4590,Road to Singapore (1940),"Comedy,Musical","1930s,destiny,family,franchise,musical,road movie,romantic,series,talking animals,utopia",3.269895535295021,tt0032993,"Movie's title: Road to Singapore (1940)
genres: Comedy,Musical
tags: 1930s,destiny,family,franchise,musical,road movie,romantic,series,talking animals,utopia"
5233,4591,Road to Utopia (1946),Comedy,"1930s,alaska,comedy,destiny,dialogue,fun movie,funny,life philosophy,light,original,road movie,talking animals,utopia,very funny",3.285126336941614,tt0038032,"Movie's title: Road to Utopia (1946)
genres: Comedy
tags: 1930s,alaska,comedy,destiny,dialogue,fun movie,funny,life philosophy,light,original,road movie,talking animals,utopia,very funny"
5234,4592,Road to Zanzibar (1941),Comedy,"destiny,jungle,life philosophy,road movie,utopia",3.2630280064480983,tt0034116,"Movie's title: Road to Zanzibar (1941)
genres: Comedy
tags: destiny,jungle,life philosophy,road movie,utopia"
5235,4593,Split Second (1992),"Action,Sci-Fi,Thriller","cult film,cyberpunk,future,futuristic,great,low budget,monster,monsters,post apocalyptic,post-apocalyptic,sci fi,sci-fi,scifi",3.2370976360953216,tt0105459,"Movie's title: Split Second (1992)
genres: Action,Sci-Fi,Thriller
tags: cult film,cyberpunk,future,futuristic,great,low budget,monster,monsters,post apocalyptic,post-apocalyptic,sci fi,sci-fi,scifi"
5236,4594,"Tale of Springtime, A (Conte de Printemps) (1990)","Drama,Romance","affectionate,criterion,downbeat,friendship,intimate,melancholic,reflective,talky",3.2823957434693174,tt0097106,"Movie's title: Tale of Springtime, A (Conte de Printemps) (1990)
genres: Drama,Romance
tags: affectionate,criterion,downbeat,friendship,intimate,melancholic,reflective,talky"
